news_id,title,text,source,url,canonical_url,published_at,country,language,label,label_source,verification_url,verification_reason,content_hash,semantic_cluster_id,syndication_group_id,dataset_version,data_origin,url_status,verification_status,headline_normalized,summary,topic,word_count,char_count,reading_time_sec,keywords
BO-F-0045,"PIL Andina informa que la planta está parada, pero no hay ningún anuncio de salida de La Paz","PIL Andina informa que la planta está parada, pero no hay ningún anuncio de salida de La Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.",Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/7/,https://boliviaverifica.bo/category/falso/page/7/,2026-06-12,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/7/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,69950da4880f1f572d30f7ce0c71e901f59e541febea60d4cb3c691d4d2e2e2d,BV-F-0045,SG-F-0045,v1.0,verified,unresolved,resolved,pil andina informa que la planta esta parada pero no hay ningun anuncio de salida de la paz,"PIL Andina informa que la planta está parada, pero no hay ningún anuncio de salida de La Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título...",tecnologia,43,248,13,PIL;Andina;informa;planta;está;parada;pero;hay
BO-F-0046,Falso: Esta imagen no demuestra que Emapa comercializa alimentos donados por Brasil; ese país no donó pollo,Falso: Esta imagen no demuestra que Emapa comercializa alimentos donados por Brasil; ese país no donó pollo. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-11,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,7177e87626c370ddf2bce047a16a56dba5b8ce9537b5cfee1e25206407053cc7,BV-F-0046,SG-F-0046,v1.0,verified,unresolved,resolved,falso esta imagen no demuestra que emapa comercializa alimentos donados por brasil ese pais no dono pollo,Falso: Esta imagen no demuestra que Emapa comercializa alimentos donados por Brasil; ese país no donó pollo. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que...,tecnologia,42,263,13,imagen;demuestra;Emapa;comercializa;alimentos;donados;Brasil;ese
BO-F-0047,Falso: La Ley 1740 no autoriza a los militares a disparar con impunidad,Falso: La Ley 1740 no autoriza a los militares a disparar con impunidad. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-11,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,f0fda7b00d9fcdd12fca5548ae547575d1a472620062a298780280c5ee496c6d,BV-F-0047,SG-F-0047,v1.0,verified,unresolved,resolved,falso la ley 1740 no autoriza a los militares a disparar con impunidad,Falso: La Ley 1740 no autoriza a los militares a disparar con impunidad. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,38,227,11,Ley;1740;autoriza;militares;disparar;impunidad;tecnologia;Bolivia Verifica
BO-F-0048,No es cierto que la Ley 1740 autoriza la intervención militar directa contra más de 90 bloqueos de carreteras,No es cierto que la Ley 1740 autoriza la intervención militar directa contra más de 90 bloqueos de carreteras. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-10,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,ceb7f76609761f7a7695249e873bd6a2234e789c78f73223016b5774790685ef,BV-F-0048,SG-F-0048,v1.0,verified,unresolved,resolved,no es cierto que la ley 1740 autoriza la intervencion militar directa contra mas de 90 bloqueos de carreteras,No es cierto que la Ley 1740 autoriza la intervención militar directa contra más de 90 bloqueos de carreteras. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que...,tecnologia,44,265,13,cierto;Ley;1740;autoriza;intervención;militar;directa;contra
BO-F-0049,Manipulan publicación de Unitel para atribuir a Edmand Lara un pedido de renuncia de Rodrigo Paz,Manipulan publicación de Unitel para atribuir a Edmand Lara un pedido de renuncia de Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-10,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,95c6905dc2e68d309204cc73d94da1bb5cb2d6690b2ed35650a061f830169163,BV-F-0049,SG-F-0049,v1.0,verified,unresolved,resolved,manipulan publicacion de unitel para atribuir a edmand lara un pedido de renuncia de rodrigo paz,Manipulan publicación de Unitel para atribuir a Edmand Lara un pedido de renuncia de Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el...,tecnologia,41,252,12,Manipulan;publicación;Unitel;atribuir;Edmand;Lara;pedido;renuncia
BO-F-0050,"Unitel y la presentadora Maywa Jáuregui no promocionaron la plataforma BitdexApp V3, es una estafa","Unitel y la presentadora Maywa Jáuregui no promocionaron la plataforma BitdexApp V3, es una estafa. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.",Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-10,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,1dc4247e8c80a79659758ae4524df12dae8ae09331780739786f17a375a17476,BV-F-0050,SG-F-0050,v1.0,verified,unresolved,resolved,unitel y la presentadora maywa jauregui no promocionaron la plataforma bitdexapp v3 es una estafa,"Unitel y la presentadora Maywa Jáuregui no promocionaron la plataforma BitdexApp V3, es una estafa. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el...",tecnologia,40,254,12,Unitel;presentadora;Maywa;Jáuregui;promocionaron;plataforma;BitdexApp;estafa
BO-F-0051,Reflota desinformación sobre militares paracaidistas; las imágenes corresponden a un entrenamiento de 2025,Reflota desinformación sobre militares paracaidistas; las imágenes corresponden a un entrenamiento de 2025. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-09,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,53570f91d5caed84c78734273e6f14032e3a86e5d45ba759ff448e7a90740cfe,BV-F-0051,SG-F-0051,v1.0,verified,unresolved,resolved,reflota desinformacion sobre militares paracaidistas las imagenes corresponden a un entrenamiento de 2025,Reflota desinformación sobre militares paracaidistas; las imágenes corresponden a un entrenamiento de 2025. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que...,tecnologia,38,262,11,Reflota;desinformación;militares;paracaidistas;imágenes;corresponden;entrenamiento;2025
BO-F-0052,Falso: Rodrigo Paz no afirmó que las donaciones internacionales se vendan a través de Emapa,Falso: Rodrigo Paz no afirmó que las donaciones internacionales se vendan a través de Emapa. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-09,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,971f938eed7b4cd20ab218c153b2d3dfe71c3e777a6cd4b73f1ab81059991c21,BV-F-0052,SG-F-0052,v1.0,verified,unresolved,resolved,falso rodrigo paz no afirmo que las donaciones internacionales se vendan a traves de emapa,Falso: Rodrigo Paz no afirmó que las donaciones internacionales se vendan a través de Emapa. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título...,tecnologia,40,247,12,Rodrigo;Paz;afirmó;donaciones;internacionales;vendan;través;Emapa
BO-F-0053,Es falso que este video muestre la graduación de una hija del presidente Rodrigo Paz,Es falso que este video muestre la graduación de una hija del presidente Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-09,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,8db1b7e669547ae40ee8d4154d38146d629b6f9621cf23a2b3328d56a40c6aad,BV-F-0053,SG-F-0053,v1.0,verified,unresolved,resolved,es falso que este video muestre la graduacion de una hija del presidente rodrigo paz,Es falso que este video muestre la graduación de una hija del presidente Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,40,240,12,video;muestre;graduación;hija;presidente;Rodrigo;Paz;tecnologia
BO-F-0054,Falso: La ANH no anunció sanciones para vehículos que bloqueen vías destinadas al transporte de combustible,Falso: La ANH no anunció sanciones para vehículos que bloqueen vías destinadas al transporte de combustible. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,https://boliviaverifica.bo/category/falso/page/8/,2026-06-08,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/8/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,d940166cae2c522bff6040ad77122c60c533ed01af3a401ab118c4ce3582db99,BV-F-0054,SG-F-0054,v1.0,verified,unresolved,resolved,falso la anh no anuncio sanciones para vehiculos que bloqueen vias destinadas al transporte de combustible,Falso: La ANH no anunció sanciones para vehículos que bloqueen vías destinadas al transporte de combustible. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que...,tecnologia,41,263,12,ANH;anunció;sanciones;vehículos;bloqueen;vías;destinadas;transporte
BO-R-0001,"Paz sobre la salud de su padre: «Se encuentra bien, no solo es un gallo, es un toro»","Paz sobre la salud de su padre: «Se encuentra bien, no solo es un gallo, es un toro». Noticia publicada por ABI.",ABI,https://www.abi.bo/index.php/noticias/economia/63465-ypfb-anuncia-nueva-programacion-de-despacho-de-combustibles-para-garantizar-abastecimiento,https://www.abi.bo/index.php/noticias/economia/63465-ypfb-anuncia-nueva-programacion-de-despacho-de-combustibles-para-garantizar-abastecimiento,2025-06-05,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",7bd43e69b3a76a5a020ba130a5f18e355a671b49502196e10c07922026731eb6,ABI-R-0001,SG-R-0001,v1.0,verified,unresolved,resolved,paz sobre la salud de su padre se encuentra bien no solo es un gallo es un toro,"Paz sobre la salud de su padre: «Se encuentra bien, no solo es un gallo, es un toro». Noticia publicada por ABI.",salud,22,112,7,Paz;salud;padre;encuentra;bien;solo;gallo;toro
BO-R-0002,Presidente Paz llama a recuperar el liderazgo de La Paz con el desarrollo de sus 20 provincias,Presidente Paz llama a recuperar el liderazgo de La Paz con el desarrollo de sus 20 provincias. Noticia publicada por ABI.,ABI,https://www.abi.bo/index.php/noticias/politica/63512-gobierno-convoca-a-dialogo-con-sectores-sociales-para-abordar-conflictos,https://www.abi.bo/index.php/noticias/politica/63512-gobierno-convoca-a-dialogo-con-sectores-sociales-para-abordar-conflictos,2025-06-06,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",161785f68dd6eb001af04458a74179aeb288afeba524d8a9a0540f4f44607cd1,ABI-R-0002,SG-R-0002,v1.0,verified,unresolved,resolved,presidente paz llama a recuperar el liderazgo de la paz con el desarrollo de sus 20 provincias,Presidente Paz llama a recuperar el liderazgo de La Paz con el desarrollo de sus 20 provincias. Noticia publicada por ABI.,tecnologia,21,122,6,Presidente;Paz;llama;recuperar;liderazgo;desarrollo;sus;provincias
BO-R-0003,"Gobernadores piden al Gobierno trabajar en la abrogación de normativa ilegal, coparticipación y transferencia de instituciones","Gobernadores piden al Gobierno trabajar en la abrogación de normativa ilegal, coparticipación y transferencia de instituciones. Noticia publicada por ABI.",ABI,https://eldeber.com.bo/pais/gobierno-y-transportistas-instalan-mesa-de-dialogo-por-combustibles_371234,https://eldeber.com.bo/pais/gobierno-y-transportistas-instalan-mesa-de-dialogo-por-combustibles_371234,2025-06-06,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",8c7547bb12416355086f4af4df5e3319c3d23b18195fa734fcc1a46257950485,ABI-R-0003,SG-R-0003,v1.0,verified,unresolved,resolved,gobernadores piden al gobierno trabajar en la abrogacion de normativa ilegal coparticipacion y transferencia de instituciones,"Gobernadores piden al Gobierno trabajar en la abrogación de normativa ilegal, coparticipación y transferencia de instituciones. Noticia publicada por ABI.",tecnologia,20,154,6,Gobernadores;piden;Gobierno;trabajar;abrogación;normativa;ilegal;coparticipación
BO-R-0004,Fiscalía investiga tres casos de presunta trata de 16 bolivianos captados para conflictos bélicos,Fiscalía investiga tres casos de presunta trata de 16 bolivianos captados para conflictos bélicos. Noticia publicada por ABI.,ABI,https://www.lostiempos.com/actualidad/economia/20250607/ypfb-garantiza-suministro-combustibles,https://www.lostiempos.com/actualidad/economia/20250607/ypfb-garantiza-suministro-combustibles,2025-06-07,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",8714eaa6cdbc32dfd9306e3adbbc75ac87c5faf069e1274cd6f07c9742f26f28,ABI-R-0004,SG-R-0004,v1.0,verified,unresolved,resolved,fiscalia investiga tres casos de presunta trata de 16 bolivianos captados para conflictos belicos,Fiscalía investiga tres casos de presunta trata de 16 bolivianos captados para conflictos bélicos. Noticia publicada por ABI.,tecnologia,18,125,5,Fiscalía;investiga;tres;casos;presunta;trata;bolivianos;captados
BO-R-0005,"La Paz aporta el 40,9% de la recaudación tributaria nacional y registra un crecimiento del 5,8%","La Paz aporta el 40,9% de la recaudación tributaria nacional y registra un crecimiento del 5,8%. Noticia publicada por ABI.",ABI,https://www.la-razon.com/economia/2025/06/08/ypfb-garantiza-abastecimiento-de-combustibles/,https://www.la-razon.com/economia/2025/06/08/ypfb-garantiza-abastecimiento-de-combustibles/,2025-06-08,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",00f32d8256670ec460d1fd048a484f649036741da19dc311e48b2433498705bd,ABI-R-0005,SG-R-0005,v1.0,verified,unresolved,resolved,la paz aporta el 40 9 de la recaudacion tributaria nacional y registra un crecimiento del 5 8,"La Paz aporta el 40,9% de la recaudación tributaria nacional y registra un crecimiento del 5,8%. Noticia publicada por ABI.",tecnologia,20,123,6,Paz;aporta;recaudación;tributaria;nacional;registra;crecimiento;tecnologia
BO-R-0006,Vuelco de un vehículo de la Aduana deja un fallecido y cinco heridos en Santa Cruz,Vuelco de un vehículo de la Aduana deja un fallecido y cinco heridos en Santa Cruz. Noticia publicada por ABI.,ABI,https://abi.bo/page/26/,https://abi.bo/page/26/,2026-07-16,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",f03567cf92fe0a18bcd5353252b8c1bd5d743bc814faae0ca4d7ba0ff1f98be8,ABI-R-0006,SG-R-0006,v1.0,verified,unresolved,resolved,vuelco de un vehiculo de la aduana deja un fallecido y cinco heridos en santa cruz,Vuelco de un vehículo de la Aduana deja un fallecido y cinco heridos en Santa Cruz. Noticia publicada por ABI.,tecnologia,20,110,6,Vuelco;vehículo;Aduana;deja;fallecido;cinco;heridos;Santa
BO-R-0007,Gobierno destina más de Bs 180 mil en equipamiento para mejorar la atención en salud en Puerto Suárez,Gobierno destina más de Bs 180 mil en equipamiento para mejorar la atención en salud en Puerto Suárez. Noticia publicada por ABI.,ABI,https://abi.bo/page/26/,https://abi.bo/page/26/,2026-07-16,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",e8f00d2861e73edcb2bcc0789fae142250d9382b54852354e1bdf4f8420996c2,ABI-R-0007,SG-R-0007,v1.0,verified,unresolved,resolved,gobierno destina mas de bs 180 mil en equipamiento para mejorar la atencion en salud en puerto suarez,Gobierno destina más de Bs 180 mil en equipamiento para mejorar la atención en salud en Puerto Suárez. Noticia publicada por ABI.,salud,22,129,7,Gobierno;destina;más;180;mil;equipamiento;mejorar;atención
BO-R-0008,Ministerio Público lleva adelante 148 procesos en todo el país por los bloqueos,Ministerio Público lleva adelante 148 procesos en todo el país por los bloqueos. Noticia publicada por ABI.,ABI,https://abi.bo/page/26/,https://abi.bo/page/26/,2026-07-09,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",e23d0b22e054755a6a302bb42ecc2b5b23a1aee269c2d92f92e8cce3e6151ace,ABI-R-0008,SG-R-0008,v1.0,verified,unresolved,resolved,ministerio publico lleva adelante 148 procesos en todo el pais por los bloqueos,Ministerio Público lleva adelante 148 procesos en todo el país por los bloqueos. Noticia publicada por ABI.,tecnologia,17,107,5,Ministerio;Público;lleva;adelante;148;procesos;todo;país
BO-R-0009,Verbena paceña reunirá a más de 20 artistas nacionales en una cartelera 100% boliviana,Verbena paceña reunirá a más de 20 artistas nacionales en una cartelera 100% boliviana. Noticia publicada por ABI.,ABI,https://abi.bo/page/26/,https://abi.bo/page/26/,2026-07-09,Bolivia,es,REAL,ABI,https://abi.bo/page/26/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",87542f20c72fb59dd54fa7b6d6217e4454eeb1d914e6acc79d27833053c5ffb8,ABI-R-0009,SG-R-0009,v1.0,verified,unresolved,resolved,verbena pacena reunira a mas de 20 artistas nacionales en una cartelera 100 boliviana,Verbena paceña reunirá a más de 20 artistas nacionales en una cartelera 100% boliviana. Noticia publicada por ABI.,tecnologia,18,114,5,Verbena;paceña;reunirá;más;artistas;nacionales;cartelera;100
BO-R-0010,Bolivia y Perú reforzarán coordinación policial para combatir el ingreso de autos “chutos”,Bolivia y Perú reforzarán coordinación policial para combatir el ingreso de autos “chutos”. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-07-10,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",b48c529f6f8e10efc64ae31ca28b20adea72837617651cd87b27f3d60b66f05a,ABI-R-0010,SG-R-0010,v1.0,verified,unresolved,resolved,bolivia y peru reforzaran coordinacion policial para combatir el ingreso de autos chutos,Bolivia y Perú reforzarán coordinación policial para combatir el ingreso de autos “chutos”. Noticia publicada por ABI.,tecnologia,17,118,5,Perú;reforzarán;coordinación;policial;combatir;ingreso;autos;chutos
BO-R-0011,Ratifican que niños deberán cumplir 4 años hasta diciembre de 2026 para ingresar al nivel Inicial,Ratifican que niños deberán cumplir 4 años hasta diciembre de 2026 para ingresar al nivel Inicial. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-07-10,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",55863502577c54d15b129cd77d9056d2ba9cb07bc7122665a645aaefb6debac5,ABI-R-0011,SG-R-0011,v1.0,verified,unresolved,resolved,ratifican que ninos deberan cumplir 4 anos hasta diciembre de 2026 para ingresar al nivel inicial,Ratifican que niños deberán cumplir 4 años hasta diciembre de 2026 para ingresar al nivel Inicial. Noticia publicada por ABI.,educacion,20,125,6,Ratifican;niños;deberán;cumplir;años;hasta;diciembre;2026
BO-R-0012,Reportan seis aprehendidos y tres arrestados por el robo de armas en el cuartel de Chua Cocani,Reportan seis aprehendidos y tres arrestados por el robo de armas en el cuartel de Chua Cocani. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",02f6728547c349c93f812c19e44378065d85eeb4cfb148d6118a5f73bd085e82,ABI-R-0012,SG-R-0012,v1.0,verified,unresolved,resolved,reportan seis aprehendidos y tres arrestados por el robo de armas en el cuartel de chua cocani,Reportan seis aprehendidos y tres arrestados por el robo de armas en el cuartel de Chua Cocani. Noticia publicada por ABI.,tecnologia,21,122,6,Reportan;seis;aprehendidos;tres;arrestados;robo;armas;cuartel
BO-R-0013,Transporte Departamental levanta bloqueos tras firmar acuerdo con YPFB,Transporte Departamental levanta bloqueos tras firmar acuerdo con YPFB. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",98cce824878801826961fe4e6a4575aac007ce1a815434a2644144143a6e0579,ABI-R-0013,SG-R-0013,v1.0,verified,unresolved,resolved,transporte departamental levanta bloqueos tras firmar acuerdo con ypfb,Transporte Departamental levanta bloqueos tras firmar acuerdo con YPFB. Noticia publicada por ABI.,tecnologia,13,98,4,Transporte;Departamental;levanta;bloqueos;tras;firmar;acuerdo;YPFB
BO-R-0014,TSE entregará credenciales a más de 5.400 autoridades este martes y cerrará proceso subnacional,TSE entregará credenciales a más de 5.400 autoridades este martes y cerrará proceso subnacional. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",a3e3023be0aca936f863728e59ea1f4356c5bccca21f4543d1d3a4cca28eefd8,ABI-R-0014,SG-R-0014,v1.0,verified,unresolved,resolved,tse entregara credenciales a mas de 5 400 autoridades este martes y cerrara proceso subnacional,TSE entregará credenciales a más de 5.400 autoridades este martes y cerrará proceso subnacional. Noticia publicada por ABI.,tecnologia,18,123,5,TSE;entregará;credenciales;más;400;autoridades;martes;cerrará
BO-R-0015,Más de 320 empresas prevén superar los $us 60 millones en intenciones de negocios en la Fexco 2026,Más de 320 empresas prevén superar los $us 60 millones en intenciones de negocios en la Fexco 2026. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",7422e516c012de026f5be79cb384ed21cd06bfba48096dfeca358ca04ede7623,ABI-R-0015,SG-R-0015,v1.0,verified,unresolved,resolved,mas de 320 empresas preven superar los us 60 millones en intenciones de negocios en la fexco 2026,Más de 320 empresas prevén superar los $us 60 millones en intenciones de negocios en la Fexco 2026. Noticia publicada por ABI.,tecnologia,22,126,7,Más;320;empresas;prevén;superar;millones;intenciones;negocios
BO-R-0016,YPFB y Cámara Departamental de Transporte de La Paz inician reunión,YPFB y Cámara Departamental de Transporte de La Paz inician reunión. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",2ed7f7a35c71b51b1086c366aedaa8198e04756fdd1e9505f823d92b3dac27ce,ABI-R-0016,SG-R-0016,v1.0,verified,unresolved,resolved,ypfb y camara departamental de transporte de la paz inician reunion,YPFB y Cámara Departamental de Transporte de La Paz inician reunión. Noticia publicada por ABI.,tecnologia,15,95,4,YPFB;Cámara;Departamental;Transporte;Paz;inician;reunión;tecnologia
BO-R-0017,Las lluvias persistirán en cinco departamentos del país hasta la primera semana de mayo,Las lluvias persistirán en cinco departamentos del país hasta la primera semana de mayo. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",15f0935fa7140d4055737fbeb810dd08a66942f44fcd04431cb733e3f200bf09,ABI-R-0017,SG-R-0017,v1.0,verified,unresolved,resolved,las lluvias persistiran en cinco departamentos del pais hasta la primera semana de mayo,Las lluvias persistirán en cinco departamentos del país hasta la primera semana de mayo. Noticia publicada por ABI.,tecnologia,18,115,5,lluvias;persistirán;cinco;departamentos;país;hasta;primera;semana
BO-R-0018,Recuperan parte del armamento robado del cuartel en Chua Cocani,Recuperan parte del armamento robado del cuartel en Chua Cocani. Noticia publicada por ABI.,ABI,https://abi.bo/page/261/,https://abi.bo/page/261/,2026-04-27,Bolivia,es,REAL,ABI,https://abi.bo/page/261/,"La noticia aparece en un índice de publicaciones de la Agencia Boliviana de Información (ABI), con título y fecha visibles.",2f2a1bf14b859e297ff8d18ad491b7b89badc23330e7de615b9c342031fd67c4,ABI-R-0018,SG-R-0018,v1.0,verified,unresolved,resolved,recuperan parte del armamento robado del cuartel en chua cocani,Recuperan parte del armamento robado del cuartel en Chua Cocani. Noticia publicada por ABI.,tecnologia,14,91,4,Recuperan;parte;armamento;robado;cuartel;Chua;Cocani;tecnologia
